Epoch,Timestamp,Open,High,Low,Close,Volume
1789703100,2026-09-18T09:15:00,74575.24,74593.82,74457.24,74552.72,186034
1789703160,2026-09-18T09:16:00,74550.97,74573.12,74505.41,74567.77,116375
1789703220,2026-09-18T09:17:00,74569.36,74573.16,74545.31,74551.34,80177
1789703280,2026-09-18T09:18:00,74560.77,74563.98,74474.95,74474.95,41080
1789703340,2026-09-18T09:19:00,74473.97,74499.64,74472.45,74499.64,93765
1789703400,2026-09-18T09:20:00,74501.78,74501.78,74440.75,74446.36,125625
1789703460,2026-09-18T09:21:00,74448.33,74460.37,74448.33,74453.91,39763
1789703520,2026-09-18T09:22:00,74454.88,74487.42,74452.42,74476.35,76041
1789703580,2026-09-18T09:23:00,74475.58,74508.15,74467.42,74508.15,26927
1789703640,2026-09-18T09:24:00,74511.81,74526.23,74500.26,74517.44,17025
1789703700,2026-09-18T09:25:00,74522.32,74529.63,74487.82,74488.23,32456
1789703760,2026-09-18T09:26:00,74488.2,74488.2,74459.56,74464.1,16061
1789703820,2026-09-18T09:27:00,74465.01,74465.01,74416.11,74429.13,29217
1789703880,2026-09-18T09:28:00,74423.81,74424.29,74399.27,74417.4,36918
1789703940,2026-09-18T09:29:00,74413.69,74439.29,74404.53,74437.55,23534
1789704000,2026-09-18T09:30:00,74437.93,74454.68,74409.07,74409.07,28748
1789704060,2026-09-18T09:31:00,74409.82,74442.23,74404.09,74422.82,25214
1789704120,2026-09-18T09:32:00,74422.16,74422.16,74402.41,74413.31,19946
1789704180,2026-09-18T09:33:00,74414.63,74416.91,74387.69,74396.82,17797
1789704240,2026-09-18T09:34:00,74397.25,74410.96,74386.65,74386.65,24580
1789704300,2026-09-18T09:35:00,74387.25,74411.48,74375.07,74411.48,19365
1789704360,2026-09-18T09:36:00,74415.37,74471.33,74412.22,74471.33,24176
1789704420,2026-09-18T09:37:00,74472.82,74482.1,74445.99,74452.48,16578
1789704480,2026-09-18T09:38:00,74458.27,74466.86,74451.74,74458.89,15217
1789704540,2026-09-18T09:39:00,74460.01,74483.45,74449.53,74478.54,38655
1789704600,2026-09-18T09:40:00,74480,74480,74450.89,74468.89,27152
1789704660,2026-09-18T09:41:00,74466.85,74471.73,74456.85,74458.39,18345
1789704720,2026-09-18T09:42:00,74458.13,74482.05,74454.67,74470.9,50548
1789704780,2026-09-18T09:43:00,74472.15,74475.29,74435.31,74437.12,16869
